	SRR17060816_R1_filtered.fastq.gz	SRR17060817_R1_filtered.fastq.gz	SRR17060818_R1_filtered.fastq.gz	SRR17060819_R1_filtered.fastq.gz	SRR17060820_R1_filtered.fastq.gz	SRR17060821_R1_filtered.fastq.gz	SRR17060824_R1_filtered.fastq.gz	SRR17060830_R1_filtered.fastq.gz	SRR17060831_R1_filtered.fastq.gz	SRR17060832_R1_filtered.fastq.gz	SRR17060833_R1_filtered.fastq.gz	SRR17060834_R1_filtered.fastq.gz	SRR17060835_R1_filtered.fastq.gz	SRR17060836_R1_filtered.fastq.gz	SRR17060837_R1_filtered.fastq.gz	SRR17060838_R1_filtered.fastq.gz	SRR17060846_R1_filtered.fastq.gz	SRR17060847_R1_filtered.fastq.gz
ASV_626	0	0	0	0	0	0	0	0	0	0	0	81	0	0	0	0	0	0
ASV_627	0	0	0	0	0	0	0	0	0	0	0	54	0	0	27	0	0	0
ASV_628	0	0	0	0	0	0	0	0	0	0	0	0	80	0	0	0	0	0
ASV_629	74	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_630	0	0	0	17	0	0	0	0	0	0	0	0	62	0	0	0	0	0
ASV_631	0	0	0	0	0	0	0	0	79	0	0	0	0	0	0	0	0	0
ASV_632	0	0	0	0	0	0	0	0	0	0	0	50	0	0	29	0	0	0
ASV_633	0	0	0	0	0	0	0	0	0	0	0	45	0	0	34	0	0	0
ASV_634	0	0	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_635	0	0	0	0	20	19	0	0	39	0	0	0	0	0	0	0	0	0
ASV_636	0	0	0	0	0	39	0	0	0	39	0	0	0	0	0	0	0	0
ASV_637	0	0	0	0	0	0	0	0	0	60	0	0	0	0	18	0	0	0
ASV_638	0	0	0	0	0	0	0	0	0	0	0	78	0	0	0	0	0	0
ASV_639	0	0	0	0	0	0	0	0	0	0	0	0	78	0	0	0	0	0
ASV_640	0	0	0	0	0	0	0	0	0	0	0	0	78	0	0	0	0	0
ASV_641	30	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0
ASV_642	23	10	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0
ASV_643	0	0	13	12	0	0	0	0	0	0	0	0	52	0	0	0	0	0
ASV_644	0	0	0	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_645	0	0	0	18	0	0	0	0	0	0	0	0	59	0	0	0	0	0
ASV_646	0	0	0	0	0	0	0	0	0	0	0	77	0	0	0	0	0	0
ASV_647	0	0	0	0	0	0	0	0	0	0	0	62	0	0	15	0	0	0
ASV_648	0	0	0	0	0	0	0	0	0	0	0	0	77	0	0	0	0	0
ASV_649	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77	0
ASV_650	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_651	0	0	0	0	0	0	0	0	0	36	0	19	0	0	21	0	0	0
ASV_652	0	0	0	0	0	0	0	0	0	0	0	65	0	0	11	0	0	0
ASV_653	0	0	0	0	0	0	0	0	0	0	0	37	0	0	39	0	0	0
ASV_654	0	0	0	30	0	0	0	0	0	0	0	0	45	0	0	0	0	0
ASV_655	0	0	0	0	0	0	0	0	0	0	0	32	0	0	43	0	0	0
ASV_656	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0
ASV_657	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0
ASV_658	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_659	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_660	0	0	0	0	0	0	0	0	0	0	0	31	0	0	43	0	0	0
ASV_661	0	0	0	0	0	0	0	0	0	0	0	48	0	0	24	0	0	0
ASV_662	0	0	0	0	0	0	0	0	0	0	0	45	0	0	27	0	0	0
ASV_663	0	0	0	0	0	0	0	0	0	0	0	21	0	0	51	0	0	0
ASV_664	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	67	0
ASV_665	0	0	0	0	0	0	0	0	0	71	0	0	0	0	0	0	0	0
ASV_666	0	0	0	0	0	0	0	0	0	0	0	30	0	0	41	0	0	0
ASV_667	0	0	0	0	0	0	0	0	0	0	0	27	0	0	44	0	0	0
ASV_668	0	0	0	0	0	0	0	0	0	0	0	25	0	0	46	0	0	0
ASV_669	0	0	0	0	0	0	0	0	0	0	0	24	0	0	47	0	0	0
ASV_670	0	0	0	0	0	0	0	0	0	0	0	0	71	0	0	0	0	0
ASV_671	0	0	0	0	0	0	0	0	0	0	0	0	0	71	0	0	0	0
ASV_672	21	0	0	10	0	0	0	0	0	0	0	0	39	0	0	0	0	0
ASV_673	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_674	0	0	0	0	0	48	22	0	0	0	0	0	0	0	0	0	0	0
ASV_675	0	0	0	0	0	0	0	0	0	0	0	30	0	0	40	0	0	0
ASV_676	0	0	0	0	0	0	0	0	0	0	0	0	70	0	0	0	0	0
ASV_677	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	0	0	0
ASV_678	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70
ASV_679	0	0	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_680	0	0	0	18	0	0	0	0	0	0	0	0	51	0	0	0	0	0
ASV_681	0	0	0	0	0	17	0	0	40	12	0	0	0	0	0	0	0	0
ASV_682	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	41	0	0
ASV_683	0	0	60	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_684	0	0	0	0	0	0	0	24	0	39	0	0	0	0	5	0	0	0
ASV_685	0	0	0	0	0	0	0	0	68	0	0	0	0	0	0	0	0	0
ASV_686	0	0	0	0	0	0	0	0	0	0	0	68	0	0	0	0	0	0
ASV_687	0	0	0	0	0	0	0	0	0	0	0	18	0	0	50	0	0	0
ASV_688	22	0	0	16	0	0	0	0	0	0	0	0	29	0	0	0	0	0
ASV_689	0	0	0	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_690	0	0	0	0	29	0	9	0	0	0	5	0	0	0	0	0	24	0
ASV_691	0	0	0	0	0	0	0	0	67	0	0	0	0	0	0	0	0	0
ASV_692	0	0	0	0	0	0	0	0	0	0	0	33	0	0	34	0	0	0
ASV_693	0	0	0	0	0	0	0	0	0	0	0	0	67	0	0	0	0	0
ASV_694	17	3	0	30	0	0	0	0	0	0	0	0	16	0	0	0	0	0
ASV_695	0	0	0	0	22	0	14	0	0	0	5	0	0	0	0	6	19	0
ASV_696	0	0	0	0	0	0	0	0	0	0	0	18	0	0	48	0	0	0
ASV_697	0	0	0	0	0	0	0	0	0	0	0	0	66	0	0	0	0	0
ASV_698	0	0	0	0	0	0	0	0	0	0	0	0	66	0	0	0	0	0
ASV_699	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	0	0	0
ASV_700	0	0	0	0	0	0	0	0	65	0	0	0	0	0	0	0	0	0
ASV_701	0	0	0	0	0	0	0	0	0	0	0	23	0	0	42	0	0	0
ASV_702	0	0	0	0	0	0	0	44	20	0	0	0	0	0	0	0	0	0
ASV_703	0	0	0	0	0	0	0	0	0	0	0	0	64	0	0	0	0	0
ASV_704	0	0	0	0	0	0	0	0	0	0	0	34	0	0	29	0	0	0
ASV_705	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0
ASV_706	43	7	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_707	36	0	0	6	0	0	0	0	0	0	0	0	20	0	0	0	0	0
ASV_708	13	0	0	0	0	0	0	0	2	0	0	0	47	0	0	0	0	0
ASV_709	0	0	0	0	0	0	0	0	62	0	0	0	0	0	0	0	0	0
ASV_710	0	0	0	0	0	0	0	0	0	0	0	25	0	0	37	0	0	0
ASV_711	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_712	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_713	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_714	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	28
ASV_715	0	0	0	0	0	0	14	0	0	0	39	0	0	8	0	0	0	0
ASV_716	0	0	0	0	0	0	0	0	61	0	0	0	0	0	0	0	0	0
ASV_717	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0	0	0	0
ASV_718	0	0	0	0	0	0	0	0	0	0	0	48	0	0	13	0	0	0
ASV_719	0	0	0	0	0	0	0	0	0	0	0	28	0	0	33	0	0	0
ASV_720	0	0	0	0	0	0	0	0	0	0	0	18	0	0	43	0	0	0
ASV_721	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_722	4	0	0	13	0	0	0	0	0	0	0	0	43	0	0	0	0	0
ASV_723	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_724	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0
ASV_725	0	0	0	0	0	0	0	0	0	0	0	51	0	0	9	0	0	0
ASV_726	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0
ASV_727	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_728	0	0	0	0	43	0	0	0	0	16	0	0	0	0	0	0	0	0
ASV_729	0	0	0	0	0	0	0	0	48	0	0	0	0	0	11	0	0	0
ASV_730	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0	0	0	0
ASV_731	0	0	0	0	0	0	0	0	0	0	0	34	0	0	25	0	0	0
ASV_732	0	0	0	0	0	0	0	0	0	0	0	26	0	0	33	0	0	0
ASV_733	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_734	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_735	50	7	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_736	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_737	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_738	0	0	0	38	0	0	0	0	0	0	0	0	20	0	0	0	0	0
ASV_739	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0
ASV_740	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0
ASV_741	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0
ASV_742	0	0	0	0	0	0	0	0	0	0	0	46	0	0	12	0	0	0
ASV_743	0	0	0	0	0	0	0	0	0	0	0	12	0	0	46	0	0	0
ASV_744	8	0	0	30	0	0	0	0	0	0	0	0	19	0	0	0	0	0
ASV_745	0	0	0	0	0	0	46	0	0	0	0	11	0	0	0	0	0	0
ASV_746	0	0	0	0	0	0	0	0	57	0	0	0	0	0	0	0	0	0
ASV_747	0	0	0	0	0	0	0	0	57	0	0	0	0	0	0	0	0	0
ASV_748	0	0	0	0	0	0	0	0	0	57	0	0	0	0	0	0	0	0
ASV_749	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0	0	0	0
ASV_750	0	0	0	0	0	0	0	0	0	0	0	37	0	0	20	0	0	0
ASV_751	0	0	0	0	0	0	0	0	0	0	0	33	0	0	24	0	0	0
ASV_752	0	0	0	0	0	0	0	0	0	0	0	32	0	0	25	0	0	0
ASV_753	0	0	0	0	0	0	0	0	0	0	0	27	0	0	30	0	0	0
ASV_754	0	0	0	0	0	0	0	0	0	0	0	23	0	0	34	0	0	0
ASV_755	0	0	0	0	0	0	0	0	0	0	0	21	0	0	36	0	0	0
ASV_756	0	0	0	0	0	0	0	0	0	0	0	20	0	0	37	0	0	0
ASV_757	0	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0	0	0
ASV_758	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0
ASV_759	46	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_760	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_761	0	0	0	29	0	0	0	0	0	0	0	0	27	0	0	0	0	0
ASV_762	0	0	0	0	0	0	0	0	0	0	0	47	0	0	9	0	0	0
ASV_763	37	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0
ASV_764	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_765	0	0	0	18	0	0	0	0	0	0	0	0	37	0	0	0	0	0
ASV_766	0	0	0	18	0	0	0	0	0	0	0	0	37	0	0	0	0	0
ASV_767	0	0	0	0	0	15	0	20	0	0	0	0	0	20	0	0	0	0
ASV_768	0	0	0	0	0	0	0	0	0	0	0	15	0	0	40	0	0	0
ASV_769	0	0	0	0	0	0	0	0	0	0	0	31	0	0	23	0	0	0
ASV_770	0	0	0	0	0	0	0	0	0	0	0	30	0	0	24	0	0	0
ASV_771	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0
ASV_772	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0
ASV_773	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54
ASV_774	20	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_775	0	6	0	0	0	0	17	0	0	0	7	0	0	0	0	0	0	23
ASV_776	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0
ASV_777	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0
ASV_778	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0
ASV_779	0	0	0	0	0	0	0	0	0	0	0	39	0	0	14	0	0	0
ASV_780	0	0	0	0	0	0	0	0	0	0	0	14	0	0	39	0	0	0
ASV_781	25	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_782	20	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_783	0	0	0	0	0	0	0	0	0	0	0	38	0	0	14	0	0	0
ASV_784	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0
ASV_785	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0
ASV_786	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0
ASV_787	31	0	0	13	0	0	0	0	0	0	0	0	7	0	0	0	0	0
ASV_788	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0
ASV_789	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0
ASV_790	0	0	0	0	0	0	0	0	0	0	0	18	0	0	33	0	0	0
ASV_791	0	0	0	0	0	0	0	0	0	0	0	18	0	0	33	0	0	0
ASV_792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0
ASV_793	0	0	33	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_794	0	0	0	31	0	0	0	0	0	0	0	0	19	0	0	0	0	0
ASV_795	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	17	0	0
ASV_796	0	0	0	0	0	0	0	0	0	0	0	42	0	0	8	0	0	0
ASV_797	0	0	0	0	0	0	0	0	0	0	0	36	0	0	14	0	0	0
ASV_798	0	0	0	0	0	0	0	0	0	0	0	28	0	0	22	0	0	0
ASV_799	0	0	0	0	0	0	0	0	0	0	0	19	0	0	31	0	0	0
ASV_800	0	0	0	0	0	0	0	0	0	0	0	17	0	0	33	0	0	0
ASV_801	0	0	0	0	0	0	0	0	0	0	0	16	0	0	34	0	0	0
ASV_802	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_803	35	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_804	5	0	0	15	0	0	0	0	0	0	0	0	29	0	0	0	0	0
ASV_805	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_806	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_807	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_808	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0
ASV_809	0	0	0	0	0	0	0	30	0	0	0	19	0	0	0	0	0	0
ASV_810	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0
ASV_811	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0
ASV_812	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0
ASV_813	0	0	0	0	0	0	0	0	0	0	0	36	0	0	13	0	0	0
ASV_814	0	0	0	0	0	0	0	0	0	0	0	30	0	0	19	0	0	0
ASV_815	0	0	0	0	0	0	0	0	0	0	0	20	0	0	29	0	0	0
ASV_816	0	0	0	0	0	0	0	0	0	0	0	19	0	0	30	0	0	0
ASV_817	0	0	0	0	0	0	0	0	0	0	0	16	0	0	33	0	0	0
ASV_818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0
ASV_819	0	0	0	31	0	0	0	0	0	0	0	0	17	0	0	0	0	0
ASV_820	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	23	16
ASV_821	0	0	0	0	0	0	0	0	0	43	0	0	0	0	5	0	0	0
ASV_822	0	0	0	0	0	0	0	0	0	0	0	38	0	0	10	0	0	0
ASV_823	0	0	0	0	0	0	0	0	0	0	0	30	0	0	18	0	0	0
ASV_824	0	0	0	0	0	0	0	0	0	0	0	30	0	0	18	0	0	0
ASV_825	0	0	0	0	0	0	0	0	0	0	0	27	0	0	21	0	0	0
ASV_826	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0
ASV_827	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0
ASV_828	0	0	0	18	0	0	0	0	0	0	0	0	29	0	0	0	0	0
ASV_829	0	0	0	7	0	0	0	0	0	0	0	0	40	0	0	0	0	0
ASV_830	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0
ASV_831	0	0	0	0	0	0	0	0	0	0	0	31	0	0	16	0	0	0
ASV_832	0	0	0	0	0	0	0	0	0	0	0	30	0	0	17	0	0	0
ASV_833	0	0	0	0	0	0	0	0	0	0	0	16	0	0	31	0	0	0
ASV_834	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0
ASV_835	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_836	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_837	0	0	0	0	0	0	7	0	0	0	39	0	0	0	0	0	0	0
ASV_838	0	0	0	0	0	0	0	0	0	0	0	37	0	0	9	0	0	0
ASV_839	0	0	0	0	0	0	0	0	0	0	0	33	0	0	13	0	0	0
ASV_840	0	0	0	0	0	0	0	0	0	0	0	27	0	0	19	0	0	0
ASV_841	0	0	0	0	0	0	0	0	0	0	0	11	0	0	35	0	0	0
ASV_842	0	0	0	0	0	0	0	0	0	0	0	11	0	0	35	0	0	0
ASV_843	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0
ASV_844	1	19	0	1	0	5	0	0	0	0	0	0	5	0	0	0	14	0
ASV_845	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0
ASV_846	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0
ASV_847	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0
ASV_848	0	0	0	0	0	0	0	0	0	0	0	26	0	0	19	0	0	0
ASV_849	0	0	0	0	0	0	0	0	0	0	0	11	0	0	34	0	0	0
ASV_850	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0
ASV_851	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0
ASV_852	28	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_853	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_854	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_855	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_856	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_857	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0
ASV_858	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0
ASV_859	0	0	0	0	0	0	0	0	0	0	0	35	0	0	9	0	0	0
ASV_860	0	0	0	0	0	0	0	0	0	0	0	35	0	0	9	0	0	0
ASV_861	0	0	0	0	0	0	0	0	0	0	0	21	0	0	23	0	0	0
ASV_862	0	0	0	0	0	0	0	0	0	0	0	18	0	0	26	0	0	0
ASV_863	0	0	0	0	0	0	0	0	0	0	0	13	0	0	31	0	0	0
ASV_864	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0
ASV_865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0
ASV_866	28	6	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_867	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_868	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0
ASV_869	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0
ASV_870	0	0	0	0	0	0	0	0	0	0	0	27	0	0	16	0	0	0
ASV_871	0	0	0	0	0	0	0	0	0	0	0	13	0	0	30	0	0	0
ASV_872	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0
ASV_873	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0
ASV_874	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_875	23	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0
ASV_876	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_877	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_878	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	24
ASV_879	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0
ASV_880	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0
ASV_881	0	0	0	0	0	0	0	0	0	0	0	26	0	0	16	0	0	0
ASV_882	0	0	0	0	0	0	0	0	0	0	0	16	0	0	26	0	0	0
ASV_883	0	0	0	0	0	0	0	0	0	0	0	14	0	0	28	0	0	0
ASV_884	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0
ASV_885	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_886	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_887	0	0	0	0	0	3	0	0	0	38	0	0	0	0	0	0	0	0
ASV_888	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0
ASV_889	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0
ASV_890	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0
ASV_891	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0
ASV_892	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0
ASV_893	0	0	0	0	0	0	0	0	0	0	0	29	0	0	12	0	0	0
ASV_894	0	0	0	0	0	0	0	0	0	0	0	29	0	0	12	0	0	0
ASV_895	0	0	0	0	0	0	0	0	0	0	0	28	0	0	13	0	0	0
ASV_896	0	0	0	0	0	0	0	0	0	0	0	28	0	0	13	0	0	0
ASV_897	0	0	0	0	0	0	0	0	0	0	0	22	0	0	19	0	0	0
ASV_898	0	0	0	0	0	0	0	0	0	0	0	19	0	0	22	0	0	0
ASV_899	0	0	0	0	0	0	0	0	0	0	0	17	0	0	24	0	0	0
ASV_900	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0
ASV_901	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0
ASV_902	3	7	0	0	24	6	0	0	0	0	0	0	0	0	0	0	0	0
ASV_903	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_904	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0
ASV_905	0	0	0	0	0	0	0	0	0	31	0	9	0	0	0	0	0	0
ASV_906	0	0	0	0	0	0	0	0	0	20	0	4	16	0	0	0	0	0
ASV_907	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0
ASV_908	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0
ASV_909	0	0	0	0	0	0	0	0	0	0	0	14	0	0	26	0	0	0
ASV_910	0	0	0	0	0	0	0	0	0	0	0	12	0	0	28	0	0	0
ASV_911	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0
ASV_912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0
ASV_913	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_914	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_915	0	0	0	0	0	15	0	0	0	0	0	0	0	24	0	0	0	0
ASV_916	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0
ASV_917	0	0	0	0	0	0	0	0	0	0	0	15	0	0	24	0	0	0
ASV_918	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0
ASV_919	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0
ASV_920	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_921	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0
ASV_922	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0
ASV_923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0
ASV_924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38
ASV_925	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_926	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_927	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_928	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_929	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0
ASV_930	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0
ASV_931	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0
ASV_932	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0
ASV_933	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0
ASV_934	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0
ASV_935	0	0	0	0	0	0	0	0	0	0	0	26	0	0	11	0	0	0
ASV_936	0	0	0	0	0	0	0	0	0	0	0	20	0	0	17	0	0	0
ASV_937	0	0	0	0	0	0	0	0	0	0	0	17	0	0	20	0	0	0
ASV_938	0	0	0	0	0	0	0	0	0	0	0	14	0	0	23	0	0	0
ASV_939	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0
ASV_940	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0
ASV_941	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0
ASV_942	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37
ASV_943	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_944	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_945	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_946	0	0	0	16	0	0	0	0	0	0	0	0	20	0	0	0	0	0
ASV_947	0	0	0	0	0	26	0	0	0	10	0	0	0	0	0	0	0	0
ASV_948	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0
ASV_949	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0
